,log,Fit Abstraction,Fit Perspective,Prec Abstraction,PRec Perspective
0,01_ocel_standard_p2p.json,0.9666666666666667,0.9847434119278778,0.7396230158730159,0.8154046257620904
1,02_ocel_standard_order_management.json,1.0,1.0,0.6370982552800735,0.42780053844657695
2,03_ocel_standard_container_logistics.json,0.8196199633699633,0.9966608686204989,0.732407656044874,0.8486675824256968
3,04_ocel_lrms_o2c.xml,1.0,1.0,0.358815092674316,0.4760245021303585
4,05_ocel_lrms_p2p.xml,0.9534883720930232,0.9150263316929985,0.5996345029239767,0.6126233455164984
5,06_ocel_lrms_hr.xml,0.8734417344173442,0.9294983465608495,0.6799603174603175,0.5587721768345291
6,07_ocel_lrms_hospital.xml,0.9787037037037037,0.9868828125,0.8555555555555556,0.9030051701852649
7,10_ocel_legacy_recruiting.jsonocel,0.9327639910130718,0.9120546510675593,0.6317932004089979,0.2627810333701484
